Timestamp,res_demand_avg_kw,res_n_households,res_energy_per_household_kwh,res_energy_total_kwh,season,hour,day
2017-01-01 00:00:00,0.2201064848931466,5428,0.1100532424465733,597.3689999999999,Winter,0,2017-01-01
2017-01-01 00:30:00,0.2059451095966107,5429,0.10297255479830535,559.0379999999997,Winter,0,2017-01-01
2017-01-01 01:00:00,0.1890898876404494,5429,0.0945449438202247,513.2844999999999,Winter,1,2017-01-01
2017-01-01 01:30:00,0.1731180696260821,5429,0.08655903481304104,469.9289999999998,Winter,1,2017-01-01
2017-01-01 02:00:00,0.159050653895745,5429,0.0795253269478725,431.74299999999977,Winter,2,2017-01-01
2017-01-01 02:30:00,0.147656106096887,5429,0.0738280530484435,400.8124999999998,Winter,2,2017-01-01
2017-01-01 03:00:00,0.1366730521274636,5429,0.0683365260637318,370.99899999999997,Winter,3,2017-01-01
2017-01-01 03:30:00,0.1304835144593847,5429,0.06524175722969235,354.19749999999976,Winter,3,2017-01-01
2017-01-01 04:00:00,0.1242092466384233,5429,0.06210462331921165,337.16600000000005,Winter,4,2017-01-01
2017-01-01 04:30:00,0.1201911954319395,5429,0.06009559771596975,326.2589999999998,Winter,4,2017-01-01
2017-01-01 05:00:00,0.1199942899244796,5429,0.0599971449622398,325.72449999999986,Winter,5,2017-01-01
2017-01-01 05:30:00,0.1210224719101123,5429,0.06051123595505615,328.5154999999998,Winter,5,2017-01-01
2017-01-01 06:00:00,0.1288104623319211,5429,0.06440523116596054,349.6559999999998,Winter,6,2017-01-01
2017-01-01 06:30:00,0.1356179775280898,5429,0.0678089887640449,368.13499999999976,Winter,6,2017-01-01
2017-01-01 07:00:00,0.1441626450543378,5429,0.0720813225271689,391.32949999999994,Winter,7,2017-01-01
2017-01-01 07:30:00,0.1530095781911954,5429,0.0765047890955977,415.3444999999999,Winter,7,2017-01-01
2017-01-01 08:00:00,0.1694127832013262,5429,0.0847063916006631,459.8709999999999,Winter,8,2017-01-01
2017-01-01 08:30:00,0.1869259532142199,5429,0.09346297660710995,507.4104999999999,Winter,8,2017-01-01
2017-01-01 09:00:00,0.2129491619082704,5429,0.1064745809541352,578.0505,Winter,9,2017-01-01
2017-01-01 09:30:00,0.2338414072573218,5429,0.1169207036286609,634.7625,Winter,9,2017-01-01
2017-01-01 10:00:00,0.2563560508380917,5429,0.12817802541904585,695.8784999999999,Winter,10,2017-01-01
2017-01-01 10:30:00,0.2867052864247559,5429,0.14335264321237795,778.2614999999998,Winter,10,2017-01-01
2017-01-01 11:00:00,0.3085030392337448,5429,0.1542515196168724,837.4315000000003,Winter,11,2017-01-01
2017-01-01 11:30:00,0.3282762939767914,5429,0.1641381469883957,891.1060000000003,Winter,11,2017-01-01
2017-01-01 12:00:00,0.3353685761650395,5429,0.16768428808251976,910.3579999999997,Winter,12,2017-01-01
2017-01-01 12:30:00,0.3464484346224677,5430,0.17322421731123386,940.6074999999998,Winter,12,2017-01-01
2017-01-01 13:00:00,0.3593108655616944,5430,0.1796554327808472,975.5290000000002,Winter,13,2017-01-01
